Exported data
Parameter,Value,Time (s),HRR (kW/m²),EHC (MJ/kg),SEA (m²/kg),MLR (g/s),Specific MLR (g/s·m²),COY (kg/kg),CO2Y (kg/kg),THR (MJ/m²),MFR (g/s),k (1/m),V stack (l/s),V smoke (l/s),SPR (m²/s),RSR ((m²/s)/m²),TSP (m²),TSR (m²/m²),COP (g/s),CO2P (g/s),O2C (g/s),TOC (g),ARHE(kW/m²)
SEA(0-3283) (m²/kg),-31.6539660127392,79,224.677632981899,15.2922784505995,24.9576407500495,0.416583416666665,14.6922274341068,0,0,11.9976106370599,17.5737612707874,0.408955176854983,22.4779356923921,25.4231755556957,0.0103969392555948,0.36668333411846,0.508443682596964,17.9319913450294,0,0,0.401663215423729,21.3995429498759,151.868489076708
COY(0-3283) (kg/kg),,80,224.04611497034,13.6355224211391,22.9284046664217,0.465886333333337,16.4310620488586,0,0,12.221972511036,17.6205057293421,0.41913639549481,22.5329851615032,25.4858096172048,0.0106820303792222,0.376738039755315,0.518983167414373,18.3037020319663,0,0,0.400448551710705,21.8005988334431,152.774656387951
CO2Y(0-3283) (kg/kg),,81,224.170952494648,14.9989367820616,20.5525464734343,0.42377291666667,14.9457895417461,0,0,12.4460810447685,17.7157155254349,0.339922277037307,22.649271355368,25.6223647355087,0.00870961256397453,0.307174034138905,0.528678988885971,18.6456580689134,0,0,0.400596389978718,22.2011213042878,153.655321540352
,,82,222.249128993007,15.177605019984,25.0132085607941,0.415194083333336,14.64322788084,0,0,12.6692910855124,17.6665122179605,0.406543494293092,22.5828642196074,25.5454492456772,0.0103853361996244,0.366274112986684,0.538226463267771,18.9823821424762,0,0,0.397072535790746,22.5999557671725,154.503549823322
,,83,220.730770215787,13.7555810943703,18.2491351093453,0.454986250000001,16.0466336319391,0,0,12.8907810351168,17.6561738602866,0.325238909279205,22.5673992153529,25.5292503825748,0.00830310554914436,0.29283718519942,0.547570684142155,19.3119377915693,0,0,0.394264793292407,22.9956244317141,155.310614880925
,,84,220.771970872209,14.7255291830574,23.8177253489976,0.425096333333329,14.9924643201428,0,0,13.1115324056608,17.769347311497,0.394219420169458,22.7021917356774,25.6832291769059,0.0101248277141991,0.357086397481806,0.556784650773827,19.6368995829099,0,0,0.394244986420689,23.3898793215707,156.089671495961
,,85,219.425887167231,14.144051310304,24.9299987210441,0.439874083333336,15.5136518069174,0,0,13.3316313346805,17.763331932064,0.427226133190906,22.6882195886009,25.668046692313,0.0109660603349205,0.386755319705175,0.567330094798386,20.0088204415034,0,0,0.391755303139669,23.7828794663508,156.842721584476
,,86,218.030446210743,15.0482066179992,18.6442606120053,0.410815416666665,14.4887993463591,0,0,13.5503595013695,17.7514656038173,0.298696220011609,22.6684392704779,25.6426066974171,0.00765934969176286,0.270132950968571,0.576642799811728,20.3372645768402,0,0,0.389180062704749,24.1733471492731,157.562319783366
,,87,215.880122202756,15.0352080376968,22.4115651178746,0.407115416666665,14.3583062942324,0,0,13.7673147855762,17.6854827032587,0.357261478953102,22.579522849526,25.5389797351013,0.0091240936711156,0.321792116495577,0.585034521493167,20.6332271105723,0,0,0.38525238896898,24.5605633751099,158.244997535359
,,88,214.825749652906,13.4263553263545,20.354898117112,0.453672583333334,16.0003027203687,0,0,13.9826677215041,17.7108796171322,0.361186949282131,22.6053284256462,25.5669791797039,0.009234459212277,0.325684531716054,0.594213797934864,20.9569654346781,0,0,0.383280386782444,24.9448297629856,158.893951380728
,,89,214.347657845001,15.0716269957592,23.1789813218499,0.40324866666666,14.2219322376617,0,0,14.197254425253,17.7923752537827,0.364162200107864,22.6995724180696,25.6668410668621,0.00934689331272738,0.329649901697375,0.603504474197366,21.2846326513848,0,0,0.382330931503948,25.3276354221288,159.519712643292
,,90,214.087560670008,14.1844715631122,26.6022499964518,0.427949583333335,15.0930938609485,0,0,14.4114720345105,17.8790784793679,0.44172613642793,22.7983429715709,25.7725791228299,0.0113844218017108,0.401510256108865,0.613870131754585,21.650212730288,0,0,0.381781742172402,25.709691758967,160.127467050117
,,91,213.195964144469,13.7870575639708,16.8476979504431,0.438451666666668,15.4634854576662,0,0,14.6251137969177,17.8966422688001,0.286509545122448,22.809135287569,25.7823914477662,0.00738690124586838,0.26052413225183,0.623255793278375,21.9812299244683,0,0,0.380120152351142,26.0906427062288,160.715536229865
,,92,211.99291184401,15.6221996884452,26.236765718689,0.384763166666659,13.569978368719,0,0,14.837708234912,17.8742165886926,0.392228752534385,22.768458389871,25.7373815554968,0.010094941061014,0.356032343267758,0.631996714431816,22.2895081622281,0,0,0.37791462478847,26.4696600947986,161.279437336
,,93,211.21087400379,13.5576125199206,21.1054055551892,0.44172033333333,15.5787660765088,0,0,15.0493101278359,17.8874649666716,0.36223024793168,22.7778893531122,25.7369085828847,0.00932268677697331,0.328796176094142,0.641705528350809,22.6319224219091,0,0,0.376460050236682,26.8468474323112,161.820539008988
,,94,210.377633447764,15.9367967928361,18.7427583980998,0.374294000000007,13.2007476899206,0,0,15.2601043815617,17.9053473521456,0.272558961173484,22.7857558301568,25.7386584600065,0.00701530201185849,0.247418424626455,0.649874522745225,22.9200297222694,0,0,0.374908017762558,27.2225314663108,162.34153597406
,,95,209.899121328947,14.9750763106923,20.5467101941239,0.397425666666659,14.0165643883282,0,0,15.47024275895,17.9612046461798,0.31661040930042,22.8444801604717,25.7912871997778,0.00816578999670631,0.287994286404257,0.657465068749508,23.1877360777847,0,0,0.373983030065087,27.5969769902246,162.844660620526
,,96,209.104303217266,12.7897271633776,18.5929685479242,0.463570750000001,16.3493951470692,0,0,15.6797444712231,17.991771909368,0.333888207673465,22.8656812212114,25.8144977163046,0.00861915637448767,0.303983789747044,0.665857541935105,23.4837251158604,0,0,0.372493969211439,27.9702154898629,163.330671575241
,,97,207.030716962215,16.2104365465097,19.7626918383052,0.362121583333335,12.7714461216525,0,0,15.8878119813129,17.9009267579774,0.278847687722037,22.742066213703,25.6645386514721,0.00715649725941584,0.252398154031736,0.673745368752056,23.7619160877498,0,0,0.368736051760694,28.3408305003489,163.791876096009
,,98,206.783102099975,14.4724164769404,21.6950221773294,0.405124333333323,14.2880839857982,0,0,16.094718890844,17.962513202364,0.341531322891664,22.8105940812054,25.7346275645417,0.00878918139624221,0.309980298943437,0.681718208079885,24.0431053142373,0,0,0.368234901036146,28.7093159767474,164.231825416775
,,99,206.771357611305,13.2373781572485,15.7185968961021,0.442897000000002,15.6202652183114,0,0,16.3014961206996,18.0474718671244,0.269499046852179,22.9078032874694,25.8320743275633,0.00696171940949296,0.245528652376841,0.689593658482753,24.3208597898975,0,0,0.368152298075403,29.0775095763031,164.661576976764
,,100,205.197449984077,16.0679942497369,25.7732387690387,0.362096750000006,12.7705702899064,0,0,16.5074805244973,18.0054420682265,0.362346144236183,22.8432897921286,25.7554996615614,0.00933240599524309,0.32913895729855,0.697740721185121,24.6081935947352,0,0,0.365282288814363,29.444226869748,165.074805244973
,,101,204.378845984037,13.9788638177325,19.8770217950316,0.414551416666664,14.6205620606145,0,0,16.7122686724814,18.0229967906241,0.319752275473406,22.859998967379,25.7700982175804,0.00824004754424452,0.290613230734447,0.706526947954865,24.9180696887517,0,0,0.363762256007657,29.808749142159,165.468006658231
,,102,202.570602365493,15.00335493586,19.1207863712564,0.382826833333326,13.5016870047727,0,0,16.9157433966561,17.9425138701729,0.28552757142937,22.7519214100926,25.6365788449324,0.00731995009735111,0.258162872869828,0.714306946775663,25.1924577405538,0,0,0.36048892014665,30.1708747302362,165.840621535844
,,103,202.071480337684,12.7205353127011,21.7297598065103,0.45041616666666,15.8854541393334,0,0,17.1180644380077,17.9787080056478,0.381273551688825,22.7850910151352,25.67037517101,0.00978743511463563,0.34518710286505,0.722860639381656,25.4941327284212,0,0,0.359545269516775,30.5308918250679,166.194800369007
,,104,201.268808788967,10.2199027385963,18.9052159746872,0.558398249999999,19.6938086337024,0,0,17.319734582571,17.9945808659854,0.411073560586803,22.7978195735418,25.6806579850766,0.0105566395161374,0.372315705584304,0.733032676697043,25.8528841326459,0,0,0.358057483614201,30.8896932016334,166.535909447798
,,105,200.987213281764,16.1914388658219,22.4099607440453,0.351963250000008,12.4131780348454,0,0,17.5208625936064,18.0587982058227,0.306319602198095,22.8694121228828,25.7491931931472,0.00788748261584677,0.278178832469732,0.742254737763035,26.1781314016729,0,0,0.357496109897638,31.2474699983893,166.865358034347
,,106,199.702572712139,15.9121993495772,23.0927235219503,0.355850666666668,12.5502809715267,0,0,17.7212074866033,18.0448282276406,0.319704352351262,22.8384368122094,25.703625865582,0.00821756106043506,0.28982016859826,0.750307259601176,26.4621309022069,0,0,0.35514329936228,31.6037897030192,167.181202703805
,,107,198.108756700955,13.8084742035367,18.3786370710729,0.406791916666664,14.3468969692694,0,0,17.9201131513099,18.0083265822852,0.291654989776309,22.7854570125922,25.6339896862277,0.00747628099986274,0.263676412494277,0.758154180631325,26.7388791927532,0,0,0.352237908817283,31.957480307109,167.477693002896
,,108,196.985379924015,18.9735516727253,29.6640199674203,0.294374166666671,10.3821036420495,0,0,18.1176602196224,18.0032650790531,0.341041471824711,22.7646780653466,25.6048659160757,0.00873232115789284,0.307974929741583,0.766258481710202,27.0247048638711,0,0,0.350177189783366,32.3086878564094,167.756113144652
,,109,196.087988423984,13.9936879971484,22.8475149125428,0.397313333333328,14.0126025722412,0,0,18.3141969037964,18.0131908238171,0.354612148590087,22.7660593876599,25.5987346862687,0.00907762230828531,0.320153146232818,0.775163453443292,27.3387689018583,0,0,0.348522548306248,32.6580377254542,168.020155080701
,,110,196.222978594093,13.6351593651873,17.5565188785157,0.408041166666662,14.3909560085583,0,0,18.5103523873054,18.1118702204807,0.27852525840706,22.8812886864035,25.7204049886386,0.00716378244579481,0.252655090844142,0.783284155820332,27.6251730203968,0,0,0.348707334391824,33.0066526668032,168.275930793686
,,111,194.676826715699,16.9697027992134,26.5247435816185,0.325277750000006,11.472023347676,0,0,18.7058022899603,18.0663173758148,0.336531289808841,22.8127424971304,25.6377613994135,0.00862790891155596,0.304292477659447,0.791180001499007,27.9036468046486,0,0,0.345898223378228,33.3539554456882,168.520741350994
,,112,193.892498100116,12.4937309695793,19.2851795078241,0.440030916666664,15.5191830664691,0,0,18.9000869523682,18.0911433661404,0.330835949548725,22.8312850420521,25.6504023474002,0.008486075216909,0.29929023125164,0.799736993563239,28.2054381591042,0,0,0.344443593087746,33.6991263539212,168.750776360431
,,113,192.966481672251,14.9089890556354,25.7725776093928,0.366984749999996,12.9429621922831,0,0,19.0935164422544,18.1175972662774,0.368551291519888,22.8515892440923,25.6630302714001,0.00945814295083851,0.333573497596054,0.808709102647113,28.521870023528,0,0,0.342728817414561,34.0427125591724,168.969172055349
,,114,191.972658815862,17.7835865717875,31.1431116337606,0.306079583333332,10.7949348710352,0,0,19.2859860124985,18.1292266728753,0.371653207392867,22.8513200122598,25.6482937398372,0.0095322706325649,0.336187861767825,0.818204309438815,28.85675070321,0,0,0.340899639027119,34.3845267873932,169.175315899109
,,115,191.591292614488,12.4696079569866,18.824194717416,0.43564958333333,15.3646604829417,0,0,19.4777679882136,18.1994657334638,0.318872944742585,22.9241890634231,25.7179316101839,0.00820075258522774,0.289227360697882,0.827070821047711,29.1694583144428,0,0,0.340158349003181,34.7250557814084,169.371895549684
,,116,190.814665935926,15.4610142427086,25.5499029792285,0.349935583333336,12.3416654910537,0,0,19.6689709674888,18.2335317766755,0.347420203028711,22.9501138619479,25.7348885447735,0.00894082020314647,0.315328355898514,0.835641607441898,29.471736172741,0,0,0.338715256970866,35.0644925843954,169.560094547318
,,117,189.05352201399,15.9106567396705,30.5617961714892,0.336907749999997,11.8821947520631,0,0,19.8589050614638,18.1891922128306,0.401461000470557,22.8829230357505,25.6475871181168,0.0102965059840949,0.363141214082491,0.845260270535519,29.8109709577315,0,0,0.335516178783192,35.4016083022724,169.734231294562
,,118,188.50840117255,12.9907078565825,19.8716353912061,0.411445416666664,14.511018433613,0,0,20.0476860230571,18.2466069613466,0.318064627832026,22.9414112454402,25.7057609930166,0.00817609330338282,0.288357667467829,0.854496570179258,30.1367203985067,0,0,0.334485008326177,35.7366088958271,169.895644263195
,,119,187.210898416112,17.4715424297419,25.5318842267044,0.303818499999994,10.7151900966352,0,0,20.2355456728514,18.2270655992761,0.302355550292273,22.9065719500273,25.6554204493102,0.00775705876793083,0.273578993014419,0.862463146214915,30.4176887287478,0,0,0.332121973265473,36.0699123866229,170.046602292869
,,120,185.638750439389,14.9055972341331,26.1946329234817,0.35312916666667,12.4542980414287,0,0,20.4219704972791,18.1804362686979,0.36185139202717,22.8369039533694,25.563225951923,0.00925008889540842,0.326235765514863,0.870966720046584,30.7175961080124,0,0,0.329272634686041,36.4006096905987,170.183087477326
,,121,184.707878278743,13.0668950507662,18.1404478008544,0.400799666666672,14.1355599445113,0,0,20.6071438116382,18.196439109108,0.284447382275659,22.8458254056608,25.5607394717403,0.00727068543176663,0.256425387309256,0.879227107210172,31.0089266844245,0,0,0.327561574125609,36.7290267950045,170.306973649903
,,122,184.964303891582,16.5627643543782,26.2441582123839,0.316642666666665,11.1674778396934,0,0,20.7919799027234,18.3237773721307,0.323224078688058,22.9874894452845,25.7097808879859,0.0083100202407911,0.293081055258203,0.887017460046451,31.2836799057082,0,0,0.327959893717985,37.0567875289263,170.426064776421
,,123,184.083197385674,13.8170000717125,20.1200790407603,0.377758916666668,13.3229497307846,0,0,20.976503653362,18.3476836622401,0.295503717663538,23.005168256099,25.7206214587776,0.00760053926168535,0.268058801639463,0.894972739797689,31.564249834157,0,0,0.326336873169743,37.3839359123702,170.540680108634
,,124,183.316398745575,13.5047002252806,18.6177750640081,0.384884749999998,13.5742664174366,0,0,21.1602034514276,18.3656524696098,0.278686169310245,23.0106942431028,25.7124267013402,0.00716569770106697,0.252722638818755,0.902355858279065,31.8246405543862,0,0,0.324926552937961,37.709567625424,170.646802027642
,,125,182.589814550287,16.9867802132683,28.7519328162745,0.304775333333328,10.7489360701604,0,0,21.3431565580756,18.3631001422531,0.341194303297055,22.9948620413693,25.6829607744894,0.00876287990805751,0.309052687735681,0.910320147083627,32.1055282176634,0,0,0.323601116316001,38.033831460051,170.745252464604
,,126,182.062809278185,13.8717565480922,22.5138926313523,0.372138083333334,13.1247119747949,0,0,21.5254828699898,18.3828049005497,0.326070928950511,23.0131349487529,25.6946452698809,0.00837827685220392,0.295488356217956,0.918890725463758,32.4077987396402,0,0,0.322628532433462,38.3569462844257,170.83716563484
,,127,181.646476756577,14.0379140259942,13.8584514157746,0.366892416666672,12.9397057440457,0,0,21.7073375130072,18.4120815845078,0.197805013442079,23.034198529988,25.7049133523608,0.00508456073119119,0.179324283388276,0.925622144255456,32.6452050594433,0,0,0.321853223665845,38.6791871624754,170.923917425253
,,128,181.300968826836,15.9651861469709,21.2820965837797,0.321988583333334,11.3560197267875,0,0,21.8888112357989,18.4378104194315,0.26656300916906,23.0476447711678,25.7072132804006,0.00685259212937442,0.2416799086328,0.931590720685739,32.8557071554538,0,0,0.321209288479374,39.000718418548,171.006337779679
,,129,180.548416653606,13.7909846244859,19.5203888755487,0.371204083333331,13.0917712962309,0,0,22.0697359285391,18.4437486491824,0.282142505637174,23.0343357399309,25.682227647671,0.00724604805885822,0.255556466772174,0.938640040779855,33.1043253431563,0,0,0.319833252409179,39.3212396889923,171.083224252241
,,130,179.817861677279,14.438500122826,14.9609791641009,0.353122249999997,12.4540541017139,0,0,22.2499190677045,18.4575581921679,0.205812885890727,23.0348067743515,25.6692121184062,0.00528305462463041,0.186324843924328,0.944904592121599,33.3252659985046,0,0,0.318493704395391,39.6404031673946,171.153223597727
,,131,178.975175982246,15.0438364775829,22.861372880512,0.337324999999996,11.8969104888198,0,0,22.4293155865343,18.4633891354766,0.300545211802693,23.0299031501866,25.6590765850609,0.00771171260691863,0.271979706810984,0.951401975737374,33.5544182738722,0,0,0.316954214064216,39.9581271266244,171.216149515529
,,132,177.569430222961,15.0230087009794,22.1093868168315,0.335139499999997,11.8198314170839,0,0,22.6075878896369,18.4152192952516,0.289723339337193,22.9614248987023,25.5751879018475,0.00740972884309943,0.261329224910046,0.958962696462383,33.8210727397328,0,0,0.314416020534232,40.2738122439236,171.269605224522
,,133,176.984636855583,15.3545609487397,14.7505707512684,0.326822916666667,11.5265188921022,0,0,22.7848649231762,18.4355007607699,0.188391332250253,22.9813890816238,25.5894180366204,0.00482082455542756,0.170022732433786,0.965077973161646,34.0367487184047,0,0,0.313340253635262,40.5876903810083,171.314773858468
,,134,175.907100753131,13.8316723683225,21.9737850829176,0.360597750000001,12.7177029695987,0,0,22.9613107919805,18.3969051320016,0.310537124737061,22.927911256894,25.5161036433014,0.00792369745988367,0.279456071802344,0.971450234169302,34.2614881205227,0,0,0.311396191984247,40.9000586038181,171.353065611795
,,135,175.513598612643,14.8579225385529,15.2056658936699,0.334939999999998,11.8127953727869,0,0,23.1370211416634,18.4395961825347,0.19932231887533,22.9694739854272,25.5515075439759,0.00509298573442577,0.179621419708886,0.977958575766457,34.4910268662784,0,0,0.310658579968223,41.2110859897943,171.385341790099
,,136,174.439703117043,15.0933736956136,20.1426264282138,0.327697666666668,11.5573699184125,0,0,23.3119977925283,18.3886143090779,0.259315823990403,22.8937325158504,25.4542572045596,0.00660069168106401,0.232795784759258,0.983805414474202,34.6972354685124,0,0,0.30872777630618,41.5207791679315,171.411748474473
,,137,174.13438296666,14.4338921371044,19.6638330826436,0.342070333333332,12.0642707672051,0,0,23.4862848355701,18.4093146915822,0.264145309355962,22.9127803897529,25.4648244694984,0.00672641393719092,0.237229806630137,0.990468967283329,34.9322482642071,0,0,0.308161912355304,41.8292240122623,171.432736026059
,,138,174.280144572547,15.329320195755,17.9151859858632,0.322358666666667,11.3690719710329,0,0,23.6604920993397,18.4664876012635,0.226220096053438,22.9781357582944,25.5287464210255,0.00577511546748824,0.20367903884772,0.996719731985669,35.1527026869461,0,0,0.308399832288346,42.1375048845841,171.452841299563
,,139,174.040987941473,13.9850478920699,18.0897242806679,0.352859583333337,12.4447902706262,0,0,23.8346526655967,18.4770205640791,0.250071732576719,22.9816159940128,25.5252063338792,0.0063831325722914,0.225122824726367,1.00279885600556,35.3671036187331,0,0,0.307959497229076,42.4456845493428,171.472321335228
